UF,Ano,CID10,Total
AL,2004,"Bacterial sepsis of newborn, unspecified",122
AL,2004,Respiratory failure of newborn,89
AL,2004,Others,705
AL,2005,"Infectious gastroenteritis and colitis, unspecified",146
AL,2005,Newborn respiratory distress syndrome,141
AL,2005,"Bacterial sepsis of newborn, unspecified",118
AL,2005,Respiratory failure of newborn,94
AL,2005,"Pneumonia, unspecified organism",52
AL,2005,Others,856
AL,2006,"Bacterial sepsis of newborn, unspecified",153
AL,2006,"Infectious gastroenteritis and colitis, unspecified",120
AL,2006,Newborn respiratory distress syndrome,104
AL,2006,"Pneumonia, unspecified organism",54
AL,2006,"Infection specific to the perinatal period, unspecified",41
AL,2006,Others,717
AL,2007,"Bacterial sepsis of newborn, unspecified",142
AL,2007,Newborn respiratory distress syndrome,116
AL,2007,"Infectious gastroenteritis and colitis, unspecified",94
AL,2007,"Pneumonia, unspecified organism",45
AL,2007,"Congenital malformation of heart, unspecified",32
AL,2007,Others,742
AL,2008,"Bacterial sepsis of newborn, unspecified",117
AL,2008,Newborn respiratory distress syndrome,99
AL,2008,"Infectious gastroenteritis and colitis, unspecified",62
AL,2008,"Pneumonia, unspecified organism",39
AL,2008,"Sepsis, unspecified organism",39
AL,2008,Others,667
AL,2009,Newborn respiratory distress syndrome,96
AL,2009,"Bacterial sepsis of newborn, unspecified",87
AL,2009,"Infectious gastroenteritis and colitis, unspecified",56
AL,2009,"Pneumonia, unspecified organism",35
AL,2009,"Congenital malformation of heart, unspecified",35
AL,2009,Others,695
AL,2010,Newborn respiratory distress syndrome,78
AL,2010,"Bacterial sepsis of newborn, unspecified",74
AL,2010,"Respiratory distress of newborn, unspecified",49
AL,2010,"Infectious gastroenteritis and colitis, unspecified",38
AL,2010,"Infection specific to the perinatal period, unspecified",34
AL,2010,Others,608
AL,2011,Newborn respiratory distress syndrome,93
AL,2011,"Bacterial sepsis of newborn, unspecified",90
AL,2011,"Respiratory distress of newborn, unspecified",41
AL,2011,"Pneumonia, unspecified organism",28
AL,2011,"Birth asphyxia, unspecified",28
AL,2011,Others,549
AL,2012,"Bacterial sepsis of newborn, unspecified",96
AL,2012,Newborn respiratory distress syndrome,63
AL,2012,"Respiratory distress of newborn, unspecified",47
AL,2012,"Congenital malformation of heart, unspecified",33
AL,2012,"Sepsis, unspecified organism",27
AL,2012,Others,518
AL,2013,"Bacterial sepsis of newborn, unspecified",109
AL,2013,"Respiratory distress of newborn, unspecified",66
AL,2013,Newborn respiratory distress syndrome,54
AL,2013,"Infectious gastroenteritis and colitis, unspecified",48
AL,2013,"Congenital malformation of heart, unspecified",25
AL,2013,Others,528
AL,2014,"Bacterial sepsis of newborn, unspecified",108
AL,2014,Newborn respiratory distress syndrome,82
AL,2014,"Congenital malformation of heart, unspecified",36
AL,2014,"Infectious gastroenteritis and colitis, unspecified",27
AL,2014,"Respiratory distress of newborn, unspecified",26
AL,2014,Others,497
AL,2015,"Bacterial sepsis of newborn, unspecified",109
AL,2015,Newborn respiratory distress syndrome,74
AL,2015,"Congenital malformation of heart, unspecified",38
AL,2015,"Respiratory distress of newborn, unspecified",33
AL,2015,Malformações congênitas não especificadas,21
AL,2015,Others,486
SE,2000,Newborn respiratory distress syndrome,180
SE,2000,Respiratory failure of newborn,95
SE,2000,Unattended death,75
SE,2000,"Bacterial sepsis of newborn, unspecified",74
SE,2000,"Infectious gastroenteritis and colitis, unspecified",57
SE,2000,Others,774
SE,2001,Newborn respiratory distress syndrome,210
SE,2001,"Infectious gastroenteritis and colitis, unspecified",112
SE,2001,Unattended death,109
SE,2001,Respiratory failure of newborn,96
SE,2001,"Bacterial sepsis of newborn, unspecified",54
SE,2001,Others,744
SE,2002,Newborn respiratory distress syndrome,149
SE,2002,Respiratory failure of newborn,129
SE,2002,"Birth asphyxia, unspecified",63
SE,2002,"Infectious gastroenteritis and colitis, unspecified",63
SE,2002,"Bacterial sepsis of newborn, unspecified",50
SE,2002,Others,668
SE,2003,Newborn respiratory distress syndrome,116
SE,2003,Respiratory failure of newborn,87
SE,2003,"Infectious gastroenteritis and colitis, unspecified",74
SE,2003,"Bacterial sepsis of newborn, unspecified",65
SE,2003,Unattended death,53
SE,2003,Others,653
SE,2004,Newborn respiratory distress syndrome,91
SE,2004,"Bacterial sepsis of newborn, unspecified",62
SE,2004,Respiratory failure of newborn,52
SE,2004,"Birth asphyxia, unspecified",51
SE,2004,"Infectious gastroenteritis and colitis, unspecified",49
SE,2004,Others,594
SE,2005,Newborn respiratory distress syndrome,88
SE,2005,"Infectious gastroenteritis and colitis, unspecified",74
SE,2005,"Bacterial sepsis of newborn, unspecified",65
SE,2005,Respiratory failure of newborn,45
SE,2005,"Birth asphyxia, unspecified",44
SE,2005,Others,659
SE,2006,"Bacterial sepsis of newborn, unspecified",62
SE,2006,Newborn affected by premature rupture of membranes,55
SE,2006,Newborn respiratory distress syndrome,49
SE,2006,"Infectious gastroenteritis and colitis, unspecified",45
SE,2006,"Congenital malformation of heart, unspecified",37
SE,2006,Others,613
SE,2007,Newborn affected by premature rupture of membranes,45
SE,2007,"Infectious gastroenteritis and colitis, unspecified",38
SE,2007,Newborn respiratory distress syndrome,35
SE,2007,"Bacterial sepsis of newborn, unspecified",31
SE,2007,"Congenital malformation of heart, unspecified",31
SE,2007,Others,550
SE,2008,Newborn affected by premature rupture of membranes,41
SE,2008,Newborn respiratory distress syndrome,35
SE,2008,Severe birth asphyxia,34
SE,2008,"Bacterial sepsis of newborn, unspecified",31
SE,2008,"Infectious gastroenteritis and colitis, unspecified",30
SE,2008,Others,547
SE,2009,"Bacterial sepsis of newborn, unspecified",40
SE,2009,"Infectious gastroenteritis and colitis, unspecified",34
SE,2009,"Congenital malformation of heart, unspecified",33
SE,2009,"Pneumonia, unspecified organism",30
SE,2009,Newborn affected by premature rupture of membranes,27
SE,2009,Others,483
SE,2010,"Congenital malformation of heart, unspecified",31
SE,2010,"Bacterial sepsis of newborn, unspecified",29
SE,2010,Newborn respiratory distress syndrome,25
SE,2010,Severe birth asphyxia,23
SE,2010,Newborn affected by other complications of labor and delivery,23
SE,2010,Others,432
SE,2011,"Bacterial sepsis of newborn, unspecified",28
SE,2011,"Congenital malformation of heart, unspecified",25
SE,2011,Newborn affected by premature rupture of membranes,23
SE,2011,"Pneumonia, unspecified organism",22
SE,2011,Extreme immaturity of newborn,22
SE,2011,Others,484
SE,2012,"Bacterial sepsis of newborn, unspecified",44
SE,2012,Severe birth asphyxia,27
SE,2012,"Congenital malformation of heart, unspecified",27
SE,2012,Newborn respiratory distress syndrome,27
SE,2012,Extremely low birth weight newborn,27
SE,2012,Others,449
SE,2013,"Bacterial sepsis of newborn, unspecified",38
SE,2013,Newborn respiratory distress syndrome,30
SE,2013,"Congenital malformation of heart, unspecified",29
SE,2013,"Pneumonia, unspecified organism",23
SE,2013,Severe birth asphyxia,18
SE,2013,Others,425
SE,2014,"Bacterial sepsis of newborn, unspecified",45
SE,2014,"Pneumonia, unspecified organism",31
SE,2014,"Congenital malformation of heart, unspecified",30
SE,2014,Newborn affected by premature rupture of membranes,24
SE,2014,Extremely low birth weight newborn,22
SE,2014,Others,419
SE,2015,"Bacterial sepsis of newborn, unspecified",51
SE,2015,Extremely low birth weight newborn,24
SE,2015,Newborn affected by premature rupture of membranes,19
SE,2015,"Congenital pneumonia, unspecified",18
SE,2015,Newborn respiratory distress syndrome,17
SE,2015,Others,438
BA,2000,Unattended death,1429
BA,2000,Respiratory failure of newborn,618
BA,2000,Newborn respiratory distress syndrome,425
BA,2000,"Infectious gastroenteritis and colitis, unspecified",324
BA,2000,Ill-defined and unknown cause of mortality,310
BA,2000,Others,3189
BA,2001,Respiratory failure of newborn,613
BA,2001,Unattended death,545
BA,2001,Newborn respiratory distress syndrome,439
BA,2001,"Infectious gastroenteritis and colitis, unspecified",292
BA,2001,Ill-defined and unknown cause of mortality,273
BA,2001,Others,3524
BA,2002,Respiratory failure of newborn,600
BA,2002,Newborn respiratory distress syndrome,453
BA,2002,Unattended death,335
BA,2002,"Infectious gastroenteritis and colitis, unspecified",286
BA,2002,"Bacterial sepsis of newborn, unspecified",256
BA,2002,Others,3500
BA,2003,Newborn respiratory distress syndrome,444
BA,2003,Respiratory failure of newborn,386
BA,2003,"Infectious gastroenteritis and colitis, unspecified",315
BA,2003,Unattended death,270
BA,2003,"Bacterial sepsis of newborn, unspecified",254
BA,2003,Others,3752
BA,2004,Newborn respiratory distress syndrome,367
BA,2004,"Bacterial sepsis of newborn, unspecified",268
BA,2004,"Infectious gastroenteritis and colitis, unspecified",233
BA,2004,Neonatal cardiac dysrhythmia,222
BA,2004,"Condition originating in the perinatal period, unspecified",211
BA,2004,Others,3798
BA,2005,Newborn respiratory distress syndrome,366
BA,2005,"Bacterial sepsis of newborn, unspecified",331
BA,2005,"Infectious gastroenteritis and colitis, unspecified",235
BA,2005,Other low birth weight newborn,230
BA,2005,Extremely low birth weight newborn,216
BA,2005,Others,3552
BA,2006,Newborn respiratory distress syndrome,337
BA,2006,"Bacterial sepsis of newborn, unspecified",318
BA,2006,Other low birth weight newborn,226
BA,2006,"Infectious gastroenteritis and colitis, unspecified",217
BA,2006,Extremely low birth weight newborn,214
BA,2006,Others,3354
BA,2007,"Bacterial sepsis of newborn, unspecified",297
BA,2007,Newborn respiratory distress syndrome,289
BA,2007,Extremely low birth weight newborn,244
BA,2007,Other low birth weight newborn,231
BA,2007,Neonatal cardiac dysrhythmia,200
BA,2007,Others,2984
BA,2008,"Bacterial sepsis of newborn, unspecified",291
BA,2008,Newborn respiratory distress syndrome,228
BA,2008,Extremely low birth weight newborn,205
BA,2008,"Congenital malformation of heart, unspecified",148
BA,2008,Other low birth weight newborn,137
BA,2008,Others,2973
BA,2009,"Bacterial sepsis of newborn, unspecified",268
BA,2009,Newborn respiratory distress syndrome,221
BA,2009,Extremely low birth weight newborn,168
BA,2009,Other low birth weight newborn,139
BA,2009,"Congenital malformation of heart, unspecified",139
BA,2009,Others,2971
BA,2010,"Bacterial sepsis of newborn, unspecified",223
BA,2010,Newborn respiratory distress syndrome,204
BA,2010,Extremely low birth weight newborn,166
BA,2010,"Birth asphyxia, unspecified",146
BA,2010,"Condition originating in the perinatal period, unspecified",122
BA,2010,Others,2807
BA,2011,"Bacterial sepsis of newborn, unspecified",232
BA,2011,Newborn respiratory distress syndrome,193
BA,2011,Extremely low birth weight newborn,150
BA,2011,"Birth asphyxia, unspecified",132
BA,2011,"Congenital malformation of heart, unspecified",113
BA,2011,Others,2578
BA,2012,Newborn respiratory distress syndrome,233
BA,2012,"Bacterial sepsis of newborn, unspecified",220
BA,2012,Extreme immaturity of newborn,124
BA,2012,"Congenital malformation of heart, unspecified",117
BA,2012,"Birth asphyxia, unspecified",101
BA,2012,Others,2548
BA,2013,"Bacterial sepsis of newborn, unspecified",202
BA,2013,Newborn respiratory distress syndrome,189
BA,2013,Extreme immaturity of newborn,167
BA,2013,"Congenital malformation of heart, unspecified",108
BA,2013,Hipóxia intra-uterina não especificada,95
BA,2013,Others,2513
BA,2014,"Bacterial sepsis of newborn, unspecified",216
BA,2014,Newborn respiratory distress syndrome,161
BA,2014,Extreme immaturity of newborn,129
BA,2014,"Congenital malformation of heart, unspecified",98
BA,2014,"Birth asphyxia, unspecified",88
BA,2014,Others,2428
BA,2015,"Bacterial sepsis of newborn, unspecified",224
BA,2015,Newborn respiratory distress syndrome,156
BA,2015,Extreme immaturity of newborn,118
BA,2015,Respiratory failure of newborn,99
BA,2015,"Congenital malformation of heart, unspecified",95
BA,2015,Others,2244
MG,2000,Newborn respiratory distress syndrome,641
MG,2000,Respiratory failure of newborn,569
MG,2000,"Bacterial sepsis of newborn, unspecified",457
MG,2000,Ill-defined and unknown cause of mortality,335
MG,2000,Preterm [premature] newborn [other],194
MG,2000,Others,3957
MG,2001,Newborn respiratory distress syndrome,560
MG,2001,Respiratory failure of newborn,485
MG,2001,"Bacterial sepsis of newborn, unspecified",408
MG,2001,Ill-defined and unknown cause of mortality,271
MG,2001,Preterm [premature] newborn [other],190
MG,2001,Others,3627
MG,2002,Newborn respiratory distress syndrome,503
MG,2002,Respiratory failure of newborn,431
MG,2002,"Bacterial sepsis of newborn, unspecified",393
MG,2002,Ill-defined and unknown cause of mortality,180
MG,2002,Preterm [premature] newborn [other],174
MG,2002,Others,3365
MG,2003,Newborn respiratory distress syndrome,484
MG,2003,Respiratory failure of newborn,434
MG,2003,"Bacterial sepsis of newborn, unspecified",401
MG,2003,Ill-defined and unknown cause of mortality,172
MG,2003,Extreme immaturity of newborn,154
MG,2003,Others,3276
MG,2004,Newborn respiratory distress syndrome,487
MG,2004,"Bacterial sepsis of newborn, unspecified",431
MG,2004,Respiratory failure of newborn,386
MG,2004,"Congenital malformation of heart, unspecified",163
MG,2004,Ill-defined and unknown cause of mortality,144
MG,2004,Others,2986
MG,2005,"Bacterial sepsis of newborn, unspecified",452
MG,2005,Newborn respiratory distress syndrome,427
MG,2005,Respiratory failure of newborn,320
MG,2005,"Congenital malformation of heart, unspecified",166
MG,2005,Extreme immaturity of newborn,159
MG,2005,Others,2992
MG,2006,"Bacterial sepsis of newborn, unspecified",433
MG,2006,Newborn respiratory distress syndrome,372
MG,2006,Extreme immaturity of newborn,223
MG,2006,Preterm [premature] newborn [other],194
MG,2006,Ill-defined and unknown cause of mortality,165
MG,2006,Others,2902
MG,2007,"Bacterial sepsis of newborn, unspecified",421
MG,2007,Newborn respiratory distress syndrome,322
MG,2007,Extreme immaturity of newborn,164
MG,2007,Ill-defined and unknown cause of mortality,138
MG,2007,Preterm [premature] newborn [other],136
MG,2007,Others,2608
MG,2008,"Bacterial sepsis of newborn, unspecified",418
MG,2008,Newborn respiratory distress syndrome,381
MG,2008,Extreme immaturity of newborn,189
MG,2008,"Congenital malformation of heart, unspecified",151
MG,2008,Ill-defined and unknown cause of mortality,130
MG,2008,Others,2505
MG,2009,Newborn respiratory distress syndrome,349
MG,2009,"Bacterial sepsis of newborn, unspecified",337
MG,2009,Extreme immaturity of newborn,192
MG,2009,"Congenital malformation of heart, unspecified",157
MG,2009,Ill-defined and unknown cause of mortality,108
MG,2009,Others,2350
MG,2010,Newborn respiratory distress syndrome,330
MG,2010,"Bacterial sepsis of newborn, unspecified",305
MG,2010,Extreme immaturity of newborn,181
MG,2010,"Congenital malformation of heart, unspecified",120
MG,2010,Ill-defined and unknown cause of mortality,103
MG,2010,Others,2253
MG,2011,Newborn respiratory distress syndrome,331
MG,2011,"Bacterial sepsis of newborn, unspecified",318
MG,2011,Extreme immaturity of newborn,225
MG,2011,"Congenital malformation of heart, unspecified",157
MG,2011,Ill-defined and unknown cause of mortality,102
MG,2011,Others,2216
MG,2012,"Bacterial sepsis of newborn, unspecified",297
MG,2012,Newborn respiratory distress syndrome,260
MG,2012,Extreme immaturity of newborn,169
MG,2012,"Congenital malformation of heart, unspecified",160
MG,2012,Ill-defined and unknown cause of mortality,86
MG,2012,Others,2295
MG,2013,"Bacterial sepsis of newborn, unspecified",273
MG,2013,Newborn respiratory distress syndrome,256
MG,2013,"Congenital malformation of heart, unspecified",147
MG,2013,Extreme immaturity of newborn,137
MG,2013,Ill-defined and unknown cause of mortality,89
MG,2013,Others,2196
MG,2014,"Bacterial sepsis of newborn, unspecified",275
MG,2014,Newborn respiratory distress syndrome,274
MG,2014,"Congenital malformation of heart, unspecified",138
MG,2014,Extremely low birth weight newborn,107
MG,2014,Extreme immaturity of newborn,98
MG,2014,Others,2116
MG,2015,"Bacterial sepsis of newborn, unspecified",286
MG,2015,Newborn respiratory distress syndrome,251
MG,2015,"Congenital malformation of heart, unspecified",167
MG,2015,Extremely low birth weight newborn,99
MG,2015,Extreme immaturity of newborn,71
MG,2015,Others,2150
ES,2000,Newborn respiratory distress syndrome,94
ES,2000,Respiratory failure of newborn,92
ES,2000,Unattended death,89
ES,2000,"Bacterial sepsis of newborn, unspecified",72
ES,2000,"Birth asphyxia, unspecified",51
ES,2000,Others,700
ES,2001,Newborn respiratory distress syndrome,78
ES,2001,Respiratory failure of newborn,77
ES,2001,"Bacterial sepsis of newborn, unspecified",65
ES,2001,"Birth asphyxia, unspecified",43
ES,2001,Unattended death,41
ES,2001,Others,705
ES,2002,Newborn respiratory distress syndrome,92
ES,2002,"Bacterial sepsis of newborn, unspecified",49
ES,2002,Respiratory failure of newborn,45
ES,2002,"Birth asphyxia, unspecified",38
ES,2002,Unattended death,35
ES,2002,Others,624
ES,2003,Newborn respiratory distress syndrome,89
ES,2003,"Bacterial sepsis of newborn, unspecified",67
ES,2003,Preterm [premature] newborn [other],33
ES,2003,"Infectious gastroenteritis and colitis, unspecified",30
ES,2003,Extreme immaturity of newborn,29
ES,2003,Others,619
ES,2004,"Bacterial sepsis of newborn, unspecified",64
ES,2004,Newborn respiratory distress syndrome,56
ES,2004,"Birth asphyxia, unspecified",35
ES,2004,Preterm [premature] newborn [other],29
ES,2004,"Congenital malformation of heart, unspecified",28
ES,2004,Others,599
ES,2005,"Bacterial sepsis of newborn, unspecified",63
ES,2005,Newborn respiratory distress syndrome,60
ES,2005,"Birth asphyxia, unspecified",35
ES,2005,Extreme immaturity of newborn,27
ES,2005,Newborn affected by premature rupture of membranes,25
ES,2005,Others,613
ES,2006,"Bacterial sepsis of newborn, unspecified",69
ES,2006,Newborn respiratory distress syndrome,51
ES,2006,"Birth asphyxia, unspecified",33
ES,2006,Extreme immaturity of newborn,32
ES,2006,Newborn affected by maternal hypertensive disorders,28
ES,2006,Others,587
ES,2007,"Bacterial sepsis of newborn, unspecified",53
ES,2007,Newborn affected by premature rupture of membranes,36
ES,2007,Newborn affected by maternal hypertensive disorders,32
ES,2007,Newborn respiratory distress syndrome,31
ES,2007,"Birth asphyxia, unspecified",29
ES,2007,Others,533
ES,2008,"Bacterial sepsis of newborn, unspecified",76
ES,2008,Newborn affected by maternal hypertensive disorders,42
ES,2008,Newborn respiratory distress syndrome,37
ES,2008,Extreme immaturity of newborn,32
ES,2008,"Birth asphyxia, unspecified",29
ES,2008,Others,534
ES,2009,"Bacterial sepsis of newborn, unspecified",45
ES,2009,Newborn affected by maternal hypertensive disorders,37
ES,2009,Newborn respiratory distress syndrome,37
ES,2009,"Congenital malformation of heart, unspecified",27
ES,2009,Newborn affected by premature rupture of membranes,21
ES,2009,Others,465
ES,2010,Newborn respiratory distress syndrome,42
ES,2010,"Bacterial sepsis of newborn, unspecified",40
ES,2010,Newborn affected by maternal hypertensive disorders,30
ES,2010,"Birth asphyxia, unspecified",21
ES,2010,"Congenital malformation of heart, unspecified",20
ES,2010,Others,466
ES,2011,Newborn respiratory distress syndrome,45
ES,2011,"Bacterial sepsis of newborn, unspecified",42
ES,2011,Newborn affected by maternal hypertensive disorders,42
ES,2011,"Birth asphyxia, unspecified",23
ES,2011,Newborn affected by maternal renal and urinary tract diseases,21
ES,2011,Others,450
ES,2012,"Bacterial sepsis of newborn, unspecified",36
ES,2012,Newborn affected by maternal hypertensive disorders,33
ES,2012,Newborn respiratory distress syndrome,30
ES,2012,Newborn affected by premature rupture of membranes,24
ES,2012,Newborn affected by maternal renal and urinary tract diseases,20
ES,2012,Others,467
ES,2013,"Bacterial sepsis of newborn, unspecified",44
ES,2013,Newborn affected by maternal hypertensive disorders,44
ES,2013,Newborn respiratory distress syndrome,23
ES,2013,Newborn affected by other forms of placental separation and hemorrhage,20
ES,2013,Newborn affected by premature rupture of membranes,19
ES,2013,Others,448
ES,2014,"Bacterial sepsis of newborn, unspecified",43
ES,2014,Newborn respiratory distress syndrome,40
ES,2014,Newborn affected by maternal hypertensive disorders,29
ES,2014,Congenital malformations of cardiac septa,27
ES,2014,Newborn affected by maternal renal and urinary tract diseases,22
ES,2014,Others,481
ES,2015,"Bacterial sepsis of newborn, unspecified",43
ES,2015,Newborn respiratory distress syndrome,31
ES,2015,"Birth asphyxia, unspecified",29
ES,2015,Newborn affected by maternal hypertensive disorders,28
ES,2015,Congenital malformations of cardiac septa,19
ES,2015,Others,501
RJ,2000,Newborn respiratory distress syndrome,491
RJ,2000,Respiratory failure of newborn,453
RJ,2000,"Bacterial sepsis of newborn, unspecified",389
RJ,2000,Ill-defined and unknown cause of mortality,246
RJ,2000,"Pneumonia, unspecified organism",186
RJ,2000,Others,3368
RJ,2001,Newborn respiratory distress syndrome,500
RJ,2001,"Bacterial sepsis of newborn, unspecified",462
RJ,2001,Respiratory failure of newborn,340
RJ,2001,Ill-defined and unknown cause of mortality,168
RJ,2001,"Pneumonia, unspecified organism",135
RJ,2001,Others,2815
RJ,2002,Newborn respiratory distress syndrome,431
RJ,2002,"Bacterial sepsis of newborn, unspecified",361
RJ,2002,Respiratory failure of newborn,242
RJ,2002,Ill-defined and unknown cause of mortality,159
RJ,2002,"Birth asphyxia, unspecified",143
RJ,2002,Others,2847
RJ,2003,Newborn respiratory distress syndrome,469
RJ,2003,"Bacterial sepsis of newborn, unspecified",413
RJ,2003,Ill-defined and unknown cause of mortality,150
RJ,2003,"Pneumonia, unspecified organism",145
RJ,2003,Respiratory failure of newborn,145
RJ,2003,Others,2791
RJ,2004,Newborn respiratory distress syndrome,413
RJ,2004,"Bacterial sepsis of newborn, unspecified",389
RJ,2004,"Congenital malformation of heart, unspecified",149
RJ,2004,"Pneumonia, unspecified organism",138
RJ,2004,Ill-defined and unknown cause of mortality,135
RJ,2004,Others,2739
RJ,2005,Newborn respiratory distress syndrome,423
RJ,2005,"Bacterial sepsis of newborn, unspecified",368
RJ,2005,"Congenital malformation of heart, unspecified",125
RJ,2005,Ill-defined and unknown cause of mortality,120
RJ,2005,"Pneumonia, unspecified organism",118
RJ,2005,Others,2425
RJ,2006,Newborn respiratory distress syndrome,325
RJ,2006,"Bacterial sepsis of newborn, unspecified",300
RJ,2006,"Birth asphyxia, unspecified",110
RJ,2006,"Congenital malformation of heart, unspecified",109
RJ,2006,Extremely low birth weight newborn,103
RJ,2006,Others,2402
RJ,2007,Newborn respiratory distress syndrome,360
RJ,2007,"Bacterial sepsis of newborn, unspecified",287
RJ,2007,"Congenital malformation of heart, unspecified",119
RJ,2007,"Birth asphyxia, unspecified",108
RJ,2007,"Pneumonia, unspecified organism",105
RJ,2007,Others,2229
RJ,2008,"Bacterial sepsis of newborn, unspecified",296
RJ,2008,Newborn respiratory distress syndrome,270
RJ,2008,"Congenital malformation of heart, unspecified",107
RJ,2008,"Birth asphyxia, unspecified",107
RJ,2008,Newborn affected by maternal hypertensive disorders,80
RJ,2008,Others,2252
RJ,2009,Newborn respiratory distress syndrome,307
RJ,2009,"Bacterial sepsis of newborn, unspecified",295
RJ,2009,"Birth asphyxia, unspecified",117
RJ,2009,"Pneumonia, unspecified organism",103
RJ,2009,"Congenital malformation of heart, unspecified",97
RJ,2009,Others,2208
RJ,2010,Newborn respiratory distress syndrome,262
RJ,2010,"Bacterial sepsis of newborn, unspecified",232
RJ,2010,"Congenital malformation of heart, unspecified",124
RJ,2010,"Birth asphyxia, unspecified",114
RJ,2010,Newborn affected by maternal hypertensive disorders,105
RJ,2010,Others,2175
RJ,2011,"Bacterial sepsis of newborn, unspecified",255
RJ,2011,Newborn respiratory distress syndrome,232
RJ,2011,Newborn affected by maternal hypertensive disorders,125
RJ,2011,"Congenital malformation of heart, unspecified",117
RJ,2011,Ill-defined and unknown cause of mortality,89
RJ,2011,Others,2246
RJ,2012,"Bacterial sepsis of newborn, unspecified",230
RJ,2012,Newborn respiratory distress syndrome,223
RJ,2012,Newborn affected by maternal hypertensive disorders,125
RJ,2012,"Pneumonia, unspecified organism",122
RJ,2012,"Congenital malformation of heart, unspecified",114
RJ,2012,Others,2272
RJ,2013,"Bacterial sepsis of newborn, unspecified",222
RJ,2013,Newborn respiratory distress syndrome,213
RJ,2013,Newborn affected by maternal hypertensive disorders,128
RJ,2013,"Congenital malformation of heart, unspecified",122
RJ,2013,"Pneumonia, unspecified organism",101
RJ,2013,Others,2153
RJ,2014,Newborn respiratory distress syndrome,257
RJ,2014,"Bacterial sepsis of newborn, unspecified",239
RJ,2014,Newborn affected by maternal hypertensive disorders,111
RJ,2014,"Congenital malformation of heart, unspecified",110
RJ,2014,"Pneumonia, unspecified organism",88
RJ,2014,Others,2164
RJ,2015,"Bacterial sepsis of newborn, unspecified",262
RJ,2015,Newborn respiratory distress syndrome,191
RJ,2015,Newborn affected by maternal hypertensive disorders,115
RJ,2015,"Congenital malformation of heart, unspecified",94
RJ,2015,"Pneumonia, unspecified organism",93
RJ,2015,Others,2221
SP,2000,Newborn respiratory distress syndrome,1340
SP,2000,"Bacterial sepsis of newborn, unspecified",816
SP,2000,Respiratory failure of newborn,676
SP,2000,"Bronchopneumonia, unspecified organism",526
SP,2000,"Congenital malformation of heart, unspecified",509
SP,2000,Others,8149
SP,2001,Newborn respiratory distress syndrome,1103
SP,2001,"Bacterial sepsis of newborn, unspecified",832
SP,2001,Respiratory failure of newborn,538
SP,2001,"Congenital malformation of heart, unspecified",455
SP,2001,"Bronchopneumonia, unspecified organism",419
SP,2001,Others,7193
SP,2002,Newborn respiratory distress syndrome,1046
SP,2002,"Bacterial sepsis of newborn, unspecified",828
SP,2002,Respiratory failure of newborn,442
SP,2002,"Congenital malformation of heart, unspecified",396
SP,2002,"Bronchopneumonia, unspecified organism",342
SP,2002,Others,6560
SP,2003,Newborn respiratory distress syndrome,965
SP,2003,"Bacterial sepsis of newborn, unspecified",849
SP,2003,Respiratory failure of newborn,424
SP,2003,"Congenital malformation of heart, unspecified",387
SP,2003,"Bronchopneumonia, unspecified organism",329
SP,2003,Others,6415
SP,2004,"Bacterial sepsis of newborn, unspecified",892
SP,2004,Newborn respiratory distress syndrome,855
SP,2004,"Congenital malformation of heart, unspecified",408
SP,2004,Respiratory failure of newborn,365
SP,2004,"Bronchopneumonia, unspecified organism",270
SP,2004,Others,6254
SP,2005,"Bacterial sepsis of newborn, unspecified",837
SP,2005,Newborn respiratory distress syndrome,813
SP,2005,"Congenital malformation of heart, unspecified",412
SP,2005,Respiratory failure of newborn,339
SP,2005,"Bronchopneumonia, unspecified organism",244
SP,2005,Others,5799
SP,2006,"Bacterial sepsis of newborn, unspecified",757
SP,2006,Newborn respiratory distress syndrome,690
SP,2006,"Congenital malformation of heart, unspecified",333
SP,2006,"Bronchopneumonia, unspecified organism",237
SP,2006,Extreme immaturity of newborn,215
SP,2006,Others,5916
SP,2007,"Bacterial sepsis of newborn, unspecified",880
SP,2007,Newborn respiratory distress syndrome,649
SP,2007,"Congenital malformation of heart, unspecified",322
SP,2007,Extreme immaturity of newborn,221
SP,2007,"Bronchopneumonia, unspecified organism",205
SP,2007,Others,5573
SP,2008,"Bacterial sepsis of newborn, unspecified",822
SP,2008,Newborn respiratory distress syndrome,643
SP,2008,"Congenital malformation of heart, unspecified",305
SP,2008,Extreme immaturity of newborn,195
SP,2008,Ill-defined and unknown cause of mortality,182
SP,2008,Others,5530
SP,2009,"Bacterial sepsis of newborn, unspecified",839
SP,2009,Newborn respiratory distress syndrome,618
SP,2009,"Congenital malformation of heart, unspecified",317
SP,2009,Extreme immaturity of newborn,195
SP,2009,Primary atelectasis of newborn,162
SP,2009,Others,5444
SP,2010,"Bacterial sepsis of newborn, unspecified",745
SP,2010,Newborn respiratory distress syndrome,569
SP,2010,"Congenital malformation of heart, unspecified",272
SP,2010,Extreme immaturity of newborn,174
SP,2010,Necrotizing enterocolitis of newborn,173
SP,2010,Others,5322
SP,2011,"Bacterial sepsis of newborn, unspecified",749
SP,2011,Newborn respiratory distress syndrome,541
SP,2011,"Congenital malformation of heart, unspecified",264
SP,2011,Necrotizing enterocolitis of newborn,168
SP,2011,Extreme immaturity of newborn,165
SP,2011,Others,5282
SP,2012,"Bacterial sepsis of newborn, unspecified",686
SP,2012,Newborn respiratory distress syndrome,537
